audit_order,id,dataset,claim_sha256,gold_label,predicted_link_count,predicted_links_json,annotator_a_gold_biomedical_mentions_json,annotator_b_gold_biomedical_mentions_json,final_gold_biomedical_mentions_json,annotator_a_gold_concept_links_json,annotator_b_gold_concept_links_json,final_gold_concept_links_json,annotator_a_incorrect_predicted_links_json,annotator_b_incorrect_predicted_links_json,final_incorrect_predicted_links_json,annotator_a_abbreviation_ambiguity,annotator_b_abbreviation_ambiguity,final_abbreviation_ambiguity,annotator_a_overall_linking_judgment,annotator_b_overall_linking_judgment,final_overall_linking_judgment,disagreement_fields
70,pubmedqa_23348330,pubmedqa,f28292dc700740746ec5a8559b4c3ba4be8f992ff5fcb439efd84a53924536b4,SUPPORT,0,[],"[""Closed reduction"",""nasal fractures""]","[""Closed reduction"",""nasal fractures""]","[""Closed reduction"",""nasal fractures""]","[{""mention"":""Closed reduction"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""nasal fractures"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Closed reduction"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""nasal fractures"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Closed reduction"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""nasal fractures"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
71,pubmedqa_22251324,pubmedqa,18819ce780f3addacb30cf386ec1111cc5cf1f30fcbc82bf8e1aeee1032f384e,REFUTE,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
72,pubmedqa_26370095,pubmedqa,5d7039853d0fae7130898871c9eea9ea43011eaf2baf776ffc8f52e837038a92,SUPPORT,1,"[{""node_id"": ""Side Effect::C0032961"", ""name"": ""Pregnancy"", ""kind"": ""Side Effect"", ""matched_alias"": ""Pregnancy"", ""normalized_alias"": ""pregnancy"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""smoking cessation"",""pregnancy""]","[""smoking cessation"",""pregnancy""]","[""smoking cessation"",""pregnancy""]","[{""mention"":""smoking cessation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""pregnancy"",""concept_id"":""Side Effect::C0032961"",""entity_type"":""Biological Process""}]","[{""mention"":""smoking cessation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""pregnancy"",""concept_id"":""Side Effect::C0032961"",""entity_type"":""Biological Process""}]","[{""mention"":""smoking cessation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""pregnancy"",""concept_id"":""Side Effect::C0032961"",""entity_type"":""Biological Process""}]",[],[],[],NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
73,pubmedqa_12805495,pubmedqa,48b77f432f0e41ceaa2f77d82eeb7611b6057e71f9fe1d17fcc0bd76b357ba0f,UNCERTAIN,1,"[{""node_id"": ""PrimeKG::Disease::MONDO:13792"", ""name"": ""intracerebral hemorrhage"", ""kind"": ""Disease"", ""matched_alias"": ""intracerebral hemorrhage"", ""normalized_alias"": ""intracerebral hemorrhage"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""13792""}]","[""anticoagulated"",""intracerebral hemorrhage""]","[""anticoagulated"",""intracerebral hemorrhage""]","[""anticoagulated"",""intracerebral hemorrhage""]","[{""mention"":""anticoagulated"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""intracerebral hemorrhage"",""concept_id"":""PrimeKG::Disease::MONDO:13792"",""entity_type"":""Disease""}]","[{""mention"":""anticoagulated"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""intracerebral hemorrhage"",""concept_id"":""PrimeKG::Disease::MONDO:13792"",""entity_type"":""Disease""}]","[{""mention"":""anticoagulated"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""intracerebral hemorrhage"",""concept_id"":""PrimeKG::Disease::MONDO:13792"",""entity_type"":""Disease""}]",[],[],[],NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
74,pubmedqa_18378554,pubmedqa,a8de10bee44521f06039d230dea3e9a551ec0f4a6e621052087b60fc07ba4dfd,REFUTE,2,"[{""node_id"": ""Side Effect::C0085631"", ""name"": ""Agitation"", ""kind"": ""Side Effect"", ""matched_alias"": ""Agitation"", ""normalized_alias"": ""agitation"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Symptom::HPO:713"", ""name"": ""Agitation"", ""kind"": ""Symptom"", ""matched_alias"": ""Agitation"", ""normalized_alias"": ""agitation"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""713""}]","[""Wandering"",""agitation""]","[""Wandering"",""physically nonaggressive agitation""]","[""Wandering"",""physically nonaggressive agitation""]","[{""mention"":""Wandering"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""},{""mention"":""agitation"",""concept_id"":""Side Effect::C0085631"",""entity_type"":""Symptom""}]","[{""mention"":""Wandering"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""},{""mention"":""physically nonaggressive agitation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""}]","[{""mention"":""Wandering"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""},{""mention"":""physically nonaggressive agitation"",""concept_id"":""UNRESOLVED"",""entity_type"":""Symptom""}]",[],"[{""node_id"":""Side Effect::C0085631"",""mention"":""physically nonaggressive agitation"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:713"",""mention"":""physically nonaggressive agitation"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Side Effect::C0085631"",""mention"":""physically nonaggressive agitation"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Symptom::HPO:713"",""mention"":""physically nonaggressive agitation"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
75,pubmedqa_14992556,pubmedqa,403454877b250fbf526a07215b7ea382e23e8e1dcd8c5a16bc3484dffe6bd274,UNCERTAIN,0,[],"[""pH"",""pharyngeal and oesophageal pH monitoring""]","[""pH"",""24-h pharyngeal and oesophageal pH monitoring""]","[""pH"",""24-h pharyngeal and oesophageal pH monitoring""]","[{""mention"":""pH"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""pharyngeal and oesophageal pH monitoring"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""pH"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""24-h pharyngeal and oesophageal pH monitoring"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]","[{""mention"":""pH"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""24-h pharyngeal and oesophageal pH monitoring"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
76,pubmedqa_8017535,pubmedqa,2c73c51b1065492c6d4fc60cfa35e65f565e8683534a9774009fbab0ca070353,SUPPORT,0,[],"[""Substance use"",""HIV""]","[""Substance use"",""HIV-related sexual behaviors"",""HIV""]","[""Substance use"",""HIV-related sexual behaviors"",""HIV""]","[{""mention"":""Substance use"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""HIV"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Substance use"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""HIV-related sexual behaviors"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""HIV"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]","[{""mention"":""Substance use"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""HIV-related sexual behaviors"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""HIV"",""concept_id"":""UNRESOLVED"",""entity_type"":""Organism""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json
77,pubmedqa_8921484,pubmedqa,a7aeeb49cc9e37a84c7276655d057b63b0b18a7c47345ec3d0f0f25dea4cad5f,REFUTE,0,[],"[""Gestational age"",""birthweights""]","[""Gestational age"",""birthweights""]","[""Gestational age"",""birthweights""]","[{""mention"":""Gestational age"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""birthweights"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]","[{""mention"":""Gestational age"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""birthweights"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]","[{""mention"":""Gestational age"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""birthweights"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,
78,pubmedqa_12790890,pubmedqa,b9404f8efd221588faf7744a5713f4d55a5e45cd96a9d69969891efe451bf9f1,UNCERTAIN,1,"[{""node_id"": ""Side Effect::C1306577"", ""name"": ""Death"", ""kind"": ""Side Effect"", ""matched_alias"": ""Death"", ""normalized_alias"": ""death"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""cell death"",""mesial temporal sclerosis"",""apoptotic""]","[""cell death"",""mesial temporal sclerosis"",""apoptotic""]","[""cell death"",""mesial temporal sclerosis"",""apoptotic""]","[{""mention"":""cell death"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""},{""mention"":""mesial temporal sclerosis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""apoptotic"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biological Process""}]","[{""mention"":""cell death"",""concept_id"":""Biological Process::GO:0008219"",""entity_type"":""Biological Process""},{""mention"":""mesial temporal sclerosis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""apoptotic"",""concept_id"":""Biological Process::GO:0006915"",""entity_type"":""Biological Process""}]","[{""mention"":""cell death"",""concept_id"":""Biological Process::GO:0008219"",""entity_type"":""Biological Process""},{""mention"":""mesial temporal sclerosis"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""apoptotic"",""concept_id"":""Biological Process::GO:0006915"",""entity_type"":""Biological Process""}]","[{""node_id"":""Side Effect::C1306577"",""mention"":""cell death"",""reason"":""WRONG_CONCEPT""}]","[{""node_id"":""Side Effect::C1306577"",""mention"":""cell death"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Side Effect::C1306577"",""mention"":""cell death"",""reason"":""WRONG_CONCEPT""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json;incorrect_predicted_links_json
79,pubmedqa_23719685,pubmedqa,588188be0937ddc52234ec7e8db435319cf04659f645b33d12fb68c0b3153c8c,REFUTE,4,"[{""node_id"": ""Anatomy::UBERON:0002048"", ""name"": ""lung"", ""kind"": ""Anatomy"", ""matched_alias"": ""lung"", ""normalized_alias"": ""lung"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:4992"", ""name"": ""cancer"", ""kind"": ""Disease"", ""matched_alias"": ""cancer"", ""normalized_alias"": ""cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4992""}, {""node_id"": ""Disease::DOID:1324"", ""name"": ""lung cancer"", ""kind"": ""Disease"", ""matched_alias"": ""lung cancer"", ""normalized_alias"": ""lung cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:8903"", ""name"": ""lung cancer"", ""kind"": ""Disease"", ""matched_alias"": ""lung cancer"", ""normalized_alias"": ""lung cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""8903""}]","[""High-dose radiotherapy"",""lung cancer""]","[""High-dose radiotherapy"",""lung cancer""]","[""High-dose radiotherapy"",""lung cancer""]","[{""mention"":""High-dose radiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""mention"":""High-dose radiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""mention"":""High-dose radiotherapy"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""lung cancer"",""concept_id"":""Disease::DOID:1324"",""entity_type"":""Disease""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Anatomy::UBERON:0002048"",""mention"":""lung cancer"",""reason"":""SPAN_ERROR""},{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""lung cancer"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,PARTIAL,PARTIAL,
80,pubmedqa_19155657,pubmedqa,abad4d2acafe03a5063dc090416bacf2d530ee03ef53f7c080dd5b837cafbac5,UNCERTAIN,4,"[{""node_id"": ""Anatomy::UBERON:0000948"", ""name"": ""heart"", ""kind"": ""Anatomy"", ""matched_alias"": ""heart"", ""normalized_alias"": ""heart"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""PrimeKG::Disease::MONDO:4955"", ""name"": ""metabolic syndrome"", ""kind"": ""Disease"", ""matched_alias"": ""metabolic syndrome"", ""normalized_alias"": ""metabolic syndrome"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4955""}, {""node_id"": ""Side Effect::C0857121"", ""name"": ""Hypertensive"", ""kind"": ""Side Effect"", ""matched_alias"": ""Hypertensive"", ""normalized_alias"": ""hypertensive"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Side Effect::C0524620"", ""name"": ""Metabolic syndrome"", ""kind"": ""Side Effect"", ""matched_alias"": ""Metabolic syndrome"", ""normalized_alias"": ""metabolic syndrome"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""metabolic syndrome"",""heart dimensions"",""hypertensive""]","[""metabolic syndrome"",""heart"",""hypertensive""]","[""metabolic syndrome"",""heart dimensions"",""heart"",""hypertensive""]","[{""mention"":""metabolic syndrome"",""concept_id"":""PrimeKG::Disease::MONDO:4955"",""entity_type"":""Disease""},{""mention"":""heart dimensions"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""hypertensive"",""concept_id"":""Side Effect::C0857121"",""entity_type"":""Disease""}]","[{""mention"":""metabolic syndrome"",""concept_id"":""PrimeKG::Disease::MONDO:4955"",""entity_type"":""Disease""},{""mention"":""heart"",""concept_id"":""Anatomy::UBERON:0000948"",""entity_type"":""Anatomy""},{""mention"":""hypertensive"",""concept_id"":""Side Effect::C0857121"",""entity_type"":""Disease""}]","[{""mention"":""metabolic syndrome"",""concept_id"":""PrimeKG::Disease::MONDO:4955"",""entity_type"":""Disease""},{""mention"":""heart dimensions"",""concept_id"":""UNRESOLVED"",""entity_type"":""Biomarker""},{""mention"":""heart"",""concept_id"":""Anatomy::UBERON:0000948"",""entity_type"":""Anatomy""},{""mention"":""hypertensive"",""concept_id"":""Side Effect::C0857121"",""entity_type"":""Disease""}]","[{""node_id"":""Anatomy::UBERON:0000948"",""mention"":""heart dimensions"",""reason"":""UNDER_SPECIFIC""}]",[],[],NO,NO,NO,PARTIAL,CORRECT,PARTIAL,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
81,pubmedqa_17342562,pubmedqa,3885e60d9108ae84290a180be541f77a297360dc8fdcddddd56371de15dc2c7c,REFUTE,2,"[{""node_id"": ""Anatomy::UBERON:0001970"", ""name"": ""bile"", ""kind"": ""Anatomy"", ""matched_alias"": ""bile"", ""normalized_alias"": ""bile"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}, {""node_id"": ""Anatomy::UBERON:0002394"", ""name"": ""bile duct"", ""kind"": ""Anatomy"", ""matched_alias"": ""bile duct"", ""normalized_alias"": ""bile duct"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""bile duct sludge"",""bile duct stones""]","[""bile duct sludge"",""bile duct stones""]","[""bile duct sludge"",""bile duct stones""]","[{""mention"":""bile duct sludge"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""bile duct stones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""bile duct sludge"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""bile duct stones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""bile duct sludge"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""},{""mention"":""bile duct stones"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""Anatomy::UBERON:0001970"",""mention"":""bile duct sludge"",""reason"":""SPAN_ERROR""},{""node_id"":""Anatomy::UBERON:0002394"",""mention"":""bile duct sludge"",""reason"":""SPAN_ERROR""}]","[{""node_id"":""Anatomy::UBERON:0001970"",""mention"":""bile duct sludge"",""reason"":""SPAN_ERROR""},{""node_id"":""Anatomy::UBERON:0002394"",""mention"":""bile duct stones"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""Anatomy::UBERON:0001970"",""mention"":""bile duct sludge"",""reason"":""SPAN_ERROR""},{""node_id"":""Anatomy::UBERON:0002394"",""mention"":""bile duct stones"",""reason"":""SPAN_ERROR""}]",NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,incorrect_predicted_links_json
82,pubmedqa_21228436,pubmedqa,2aacf0968ebccb1252c6929396507df50e9e349ca0e5f55f30b5802ddd059174,SUPPORT,0,[],"[""medication errors""]","[""medication errors""]","[""medication errors""]","[{""mention"":""medication errors"",""concept_id"":""UNRESOLVED"",""entity_type"":""Side Effect""}]","[{""mention"":""medication errors"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""medication errors"",""concept_id"":""UNRESOLVED"",""entity_type"":""Side Effect""}]",[],[],[],NO,NO,NO,INCORRECT,INCORRECT,INCORRECT,gold_concept_links_json
83,pubmedqa_17096624,pubmedqa,78362a877185ce1947b8473a555de38ede1238242652756f06df63840bcd843f,SUPPORT,0,[],[],[],[],[],[],[],[],[],[],NO,NO,NO,CORRECT,CORRECT,CORRECT,
84,pubmedqa_14978612,pubmedqa,800499268ff6a793853ba0df3410125ebed07d962432c19e3692d755ef58cf8e,SUPPORT,3,"[{""node_id"": ""PrimeKG::Disease::MONDO:4992"", ""name"": ""cancer"", ""kind"": ""Disease"", ""matched_alias"": ""cancer"", ""normalized_alias"": ""cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""4992""}, {""node_id"": ""PrimeKG::Disease::MONDO:6519"", ""name"": ""rectal cancer"", ""kind"": ""Disease"", ""matched_alias"": ""rectal cancer"", ""normalized_alias"": ""rectal cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""primekg"", ""external_id"": ""6519""}, {""node_id"": ""Side Effect::C0007113"", ""name"": ""Rectal cancer"", ""kind"": ""Side Effect"", ""matched_alias"": ""Rectal cancer"", ""normalized_alias"": ""rectal cancer"", ""match_type"": ""alias_in_claim"", ""score"": 0.85, ""matched_alias_source"": ""hetionet"", ""external_id"": """"}]","[""Positron emission tomography"",""rectal cancer""]","[""Positron emission tomography"",""primary rectal cancer""]","[""Positron emission tomography"",""primary rectal cancer""]","[{""mention"":""Positron emission tomography"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""rectal cancer"",""concept_id"":""PrimeKG::Disease::MONDO:6519"",""entity_type"":""Disease""}]","[{""mention"":""Positron emission tomography"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""primary rectal cancer"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""mention"":""Positron emission tomography"",""concept_id"":""UNRESOLVED"",""entity_type"":""Procedure""},{""mention"":""primary rectal cancer"",""concept_id"":""UNRESOLVED"",""entity_type"":""Disease""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""rectal cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:6519"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007113"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""}]","[{""node_id"":""PrimeKG::Disease::MONDO:4992"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""PrimeKG::Disease::MONDO:6519"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""},{""node_id"":""Side Effect::C0007113"",""mention"":""primary rectal cancer"",""reason"":""UNDER_SPECIFIC""}]",NO,NO,NO,PARTIAL,INCORRECT,INCORRECT,gold_biomedical_mentions_json;gold_concept_links_json;missed_mentions_json;incorrect_predicted_links_json;overall_linking_judgment
